Chresta_harleyi 89.3509
Chronopappus_bifrons 80.6129
Gymnanthemum_amygdalinum 64.0698
Elephantopus_mollis 59.8042
Eremanthus_crotonoides 73.5269
Soaresia_velutina 74.2564
Vernonia_missurica 27.1818
Chresta_pycnocephala 84.3056
Lychnophora_granmogolensis 73.32
Chresta_subverticillata 76.625
Chresta_hatschbachii 77.9
Lychnophora_hatschbachii 81.8125
Stilpnopappus_tomentosus 62.9159
Stokesia_laevis 19.8602
Paralychnophora_harleyi 57.087
Chresta_artemisiifolia 73.1429
Heterocypsela_andersonii 82.8889
Stilpnopappus_speciosus 72.9189
Pseudostifftia_kingii 56.3396
Chresta_angustifolia 79.2979
Lychnophora_haplopappa 45.3333
Vernonanthura_patens 64.4657
Vernoniastrum_ambiguum 89.1293
Vernonia_gigantea 19.5455
Chresta_speciosa 79.3762
Lychnophora_brunioides 79.8182
Minasia_pereirae 82.92
Moquinia_racemosa 74.5724
Chresta_pacourinoides 80.102
Distephanus_ambongensis 102.2
Chresta_heteropappa 81
Centratherum_punctatum 58.52
Lychnophorella_leucodendron 55.75
Centrapalus_pauciflorus 81.3846
Elephantopus_tomentosus 17.8068
Baccharoides_anthelmintica 77.25
Chresta_scapigera 77.5761
Eremanthus_incanus 78.9091
Allocephalus_gamolepis 70
Heterocoma_ekmaniana 77.125
Chresta_sphaerocephala 75.482
Maschalostachys_mellosilvae 87.9412
Chresta_filicifolia 62.3333
Lessingianthus_durus 78.542
Chresta_martii 86.8322
Chresta_curumbensis 78.2062
Lepidaploa_opposita 52.9167
Munnozia_gigantea 64.08
Albertinia_brasiliensis 52.7381
Lychnophorella_morii 58.7826
Lychnophorella_santosii 58
Chresta_souzae 77.1667
Hololepis_pedunculata 79.2903
Chresta_plantaginifolia 72.6308
Eremanthus_erythropappus 72.4784
Lessingianthus_monocephalus 76.4444
Cyrtocymura_scorpioides 51.1842
Eremanthus_auriculatus 69.3636
Piptolepis_ericoides 83.375
Chresta_exsucca 75.4919
Gorceixia_decurrens 74.6667
