Chresta_heteropappa 2.25
Chresta_curumbensis 5.6125
Eremanthus_erythropappus 22.3139
Lychnophorella_morii 15.6522
Soaresia_velutina 7.94872
Chresta_artemisiifolia 0.857143
Lychnophora_granmogolensis 12.77
Chresta_plantaginifolia 18.0923
Heterocypsela_andersonii 1.77778
Pseudostifftia_kingii 22.1321
Gorceixia_decurrens 14.75
Heterocoma_ekmaniana 4.04167
Albertinia_brasiliensis 38.3036
Stilpnopappus_tomentosus 16.7196
Lychnophorella_leucodendron 22.45
Vernonanthura_patens 52.1041
Chresta_angustifolia 4.14894
Hololepis_pedunculata 14.4839
Chresta_subverticillata 0.25
Chronopappus_bifrons 10.9355
Chresta_filicifolia 19.6667
Eremanthus_incanus 12.9891
Elephantopus_mollis 48.858
Lychnophora_hatschbachii 6.125
Lepidaploa_opposita 31.4167
Vernonia_gigantea 62.4646
Chresta_sphaerocephala 14.1757
Lessingianthus_monocephalus 6.95238
Maschalostachys_mellosilvae 2.23529
Eremanthus_auriculatus 5.63636
Distephanus_ambongensis 1
Moquinia_racemosa 13.3421
Chresta_exsucca 7.56452
Elephantopus_tomentosus 78.629
Chresta_martii 4.07692
Stokesia_laevis 79.0975
Chresta_hatschbachii 0.9
Lychnophora_haplopappa 16.6667
Centrapalus_pauciflorus 6.92308
Vernonia_missurica 34.8182
Stilpnopappus_speciosus 11.3243
Piptolepis_ericoides 9.67045
Baccharoides_anthelmintica 16.1
Allocephalus_gamolepis 1.5
Chresta_speciosa 4.61386
Chresta_pacourinoides 9.91327
Lychnophora_brunioides 10.3182
Eremanthus_crotonoides 18.8011
Chresta_pycnocephala 6.05556
Gymnanthemum_amygdalinum 34.244
Chresta_harleyi 2.29825
Munnozia_gigantea 20.6
Minasia_pereirae 8.42
Chresta_scapigera 10.038
Paralychnophora_harleyi 19.9348
Vernoniastrum_ambiguum 2.98276
Chresta_souzae 4.25
Cyrtocymura_scorpioides 46.4127
Lychnophorella_santosii 21.4918
Lessingianthus_durus 6.96183
Centratherum_punctatum 42.0175
