Minasia_pereirae 270.64
Chresta_curumbensis 294.469
Lychnophorella_leucodendron 250.7
Chresta_martii 320.965
Lychnophorella_morii 273.261
Eremanthus_incanus 276.891
Gymnanthemum_amygdalinum 311.755
Lepidaploa_opposita 249.417
Centrapalus_pauciflorus 276.923
Chresta_exsucca 295.282
Lychnophora_granmogolensis 282.03
Paralychnophora_harleyi 278.674
Vernonia_gigantea 295.626
Chresta_artemisiifolia 273.143
Baccharoides_anthelmintica 268.85
Lychnophora_brunioides 262.273
Chronopappus_bifrons 260.581
Pseudostifftia_kingii 266.623
Moquinia_racemosa 277.25
Lessingianthus_durus 298.683
Munnozia_gigantea 252.84
Distephanus_ambongensis 260.6
Chresta_souzae 276.333
Lessingianthus_monocephalus 306.762
Vernonanthura_patens 297.934
Centratherum_punctatum 308.382
Stilpnopappus_tomentosus 277.944
Chresta_angustifolia 286.213
Lychnophora_hatschbachii 265.938
Hololepis_pedunculata 262.306
Chresta_scapigera 284.109
Vernonia_missurica 278.818
Chresta_harleyi 291.439
Eremanthus_auriculatus 263.727
Elephantopus_tomentosus 320.393
Chresta_sphaerocephala 280.932
Soaresia_velutina 288.436
Eremanthus_erythropappus 267.379
Elephantopus_mollis 297.468
Maschalostachys_mellosilvae 265.765
Lychnophora_haplopappa 180.333
Chresta_hatschbachii 291.4
Chresta_subverticillata 286.125
Eremanthus_crotonoides 276.527
Chresta_speciosa 297.822
Heterocypsela_andersonii 287.778
Albertinia_brasiliensis 291.81
Allocephalus_gamolepis 271.833
Piptolepis_ericoides 274.091
Chresta_plantaginifolia 270.323
Gorceixia_decurrens 292
Chresta_filicifolia 273.111
Lychnophorella_santosii 266.525
Heterocoma_ekmaniana 277.875
Stilpnopappus_speciosus 302.682
Chresta_pacourinoides 305.954
Chresta_pycnocephala 284.861
Cyrtocymura_scorpioides 292.427
Vernoniastrum_ambiguum 362.164
Stokesia_laevis 318.483
Chresta_heteropappa 243.75
