Heterocoma_ekmaniana 1698.42
Centrapalus_pauciflorus 773.154
Albertinia_brasiliensis 1158.05
Vernonanthura_patens 2070.14
Hololepis_pedunculata 1516.56
Lychnophorella_leucodendron 898.55
Chresta_curumbensis 1565.75
Eremanthus_auriculatus 1559
Piptolepis_ericoides 1370.36
Chresta_martii 572.42
Chresta_subverticillata 636.375
Chresta_exsucca 1509.69
Eremanthus_crotonoides 1414.72
Lessingianthus_durus 1479.34
Paralychnophora_harleyi 905.859
Stilpnopappus_tomentosus 827.271
Lychnophora_hatschbachii 1274.81
Soaresia_velutina 1547.23
Chresta_harleyi 807.702
Maschalostachys_mellosilvae 836.706
Chresta_filicifolia 1089.33
Chresta_pacourinoides 856.98
Munnozia_gigantea 1192.44
Vernonia_missurica 870.909
Centratherum_punctatum 1521.85
Elephantopus_tomentosus 1317.14
Elephantopus_mollis 1956.87
Chronopappus_bifrons 1431.1
Lychnophora_haplopappa 915.667
Cyrtocymura_scorpioides 1494.5
Gymnanthemum_amygdalinum 1594.72
Distephanus_ambongensis 1028.4
Lychnophora_brunioides 1398.41
Chresta_hatschbachii 675.2
Chresta_speciosa 1638.5
Heterocypsela_andersonii 897.333
Chresta_sphaerocephala 1440.92
Lepidaploa_opposita 1237.83
Vernonia_gigantea 1098.36
Moquinia_racemosa 1242.91
Minasia_pereirae 1423.04
Chresta_angustifolia 1744.72
Chresta_souzae 1729.12
Eremanthus_incanus 1327.79
Chresta_artemisiifolia 512.714
Allocephalus_gamolepis 1033.67
Baccharoides_anthelmintica 1066.15
Chresta_heteropappa 768.5
Lessingianthus_monocephalus 1564.22
Stokesia_laevis 1371.22
Lychnophorella_morii 832.13
Lychnophorella_santosii 913.607
Pseudostifftia_kingii 920.755
Vernoniastrum_ambiguum 1103.33
Gorceixia_decurrens 979.417
Chresta_plantaginifolia 1512.98
Eremanthus_erythropappus 1498.55
Lychnophora_granmogolensis 1025.98
Chresta_scapigera 1513.65
Stilpnopappus_speciosus 1531.65
Chresta_pycnocephala 1165.11
species 1559
