Paralychnophora_harleyi 203.511
Distephanus_ambongensis 211.2
Chresta_scapigera 209.755
Lychnophora_hatschbachii 186
Elephantopus_tomentosus 161.745
Chronopappus_bifrons 180.065
Lepidaploa_opposita 175.583
Chresta_martii 246.21
Lychnophora_haplopappa 124
Piptolepis_ericoides 193.273
Gorceixia_decurrens 215.111
Stokesia_laevis 168.792
Chresta_sphaerocephala 204.284
Lychnophorella_leucodendron 176.25
Albertinia_brasiliensis 223.679
Baccharoides_anthelmintica 196.5
Eremanthus_crotonoides 196.962
Chresta_artemisiifolia 206.286
Chresta_subverticillata 209
Stilpnopappus_speciosus 225.73
Gymnanthemum_amygdalinum 232.144
Chresta_speciosa 227.356
Centratherum_punctatum 227.861
Chresta_plantaginifolia 193.985
Eremanthus_auriculatus 198.545
Lychnophora_granmogolensis 203.18
Allocephalus_gamolepis 211.667
Cyrtocymura_scorpioides 212.329
Chresta_pycnocephala 207.5
Chresta_souzae 208
Chresta_harleyi 218.649
Eremanthus_erythropappus 187.578
Eremanthus_incanus 197.055
Vernonia_missurica 99.6364
Lessingianthus_monocephalus 230
Chresta_pacourinoides 235.179
Lychnophorella_santosii 189.623
Chresta_angustifolia 216.064
Lychnophora_brunioides 184.182
Vernonanthura_patens 221.735
Moquinia_racemosa 197.461
Stilpnopappus_tomentosus 202.355
Minasia_pereirae 187.84
Lessingianthus_durus 223.874
Heterocypsela_andersonii 209.111
Chresta_exsucca 223.024
Munnozia_gigantea 174.76
Chresta_hatschbachii 211.3
Chresta_heteropappa 194.5
Maschalostachys_mellosilvae 196.706
Soaresia_velutina 215.974
Pseudostifftia_kingii 190.491
Lychnophorella_morii 199.522
Elephantopus_mollis 217.343
Heterocoma_ekmaniana 209.458
Vernonia_gigantea 120.636
Vernoniastrum_ambiguum 264.767
Centrapalus_pauciflorus 196.308
Chresta_curumbensis 222.956
Hololepis_pedunculata 183.185
Chresta_filicifolia 197.778
species 0
